,ActiveIngredients,List,Product,TherapeuticClass,ATC,PharmaceuticalForm,Status
1242,ALFUZOSIN HYDROCHLORIDE 10 milligram(s),['alfuzosin hydrochloride'],"Ofuxal 10mg, Prolonged Release Tablet",UROLOGICALS,G04CA01,PROLONGED-RELEASE TABLET,Withdrawn
1243,ALFUZOSIN HYDROCHLORIDE 10 milligram(s),['alfuzosin hydrochloride'],Xatral XL Tablet Prolonged Release 10mg,UROLOGICALS,G04CA01,PROLONGED-RELEASE TABLET,Invalid
1244,ALFUZOSIN HYDROCHLORIDE 30 milligram(s),['alfuzosin hydrochloride'],"Rilif 10mg, Prolonged-Release Tablets",UROLOGICALS,G04CA01,PROLONGED-RELEASE TABLET,Authorised
1245,ALFUZOSIN HYDROCHLORIDE 5 milligram(s),['alfuzosin hydrochloride'],XATRAL 5mg Slow-Release Film-Coated Tablets,UROLOGICALS,G04CA01,FILM-COATED TABLET,Authorised
1246,ALFUZOSIN HYDROCHLORIDE 10 milligram(s),['alfuzosin hydrochloride'],Xatral SR 10 mg prolonged-release tablets,UROLOGICALS,G04CA01,PROLONGED-RELEASE TABLET,Authorised
1247,ALFUZOSIN HYDROCHLORIDE 10 milligram(s),['alfuzosin hydrochloride'],"Xatral SR 10mg, prolonged-release tablet",UROLOGICALS,G04CA01,PROLONGED-RELEASE TABLET,Authorised
1248,SOLIFENACIN SUCCINATE 6 milligram(s) | TAMSULOSIN HYDROCHLORIDE 0.4 milligram(s),"['solifenacin succinate', 'tamsulosin hydrochloride']",Jomil 6 mg/0.4 mg modified-release tablets,UROLOGICALS,G04CA53,MODIFIED-RELEASE TABLET,Authorised
1249,FINASTERIDE 5 milligram(s),['finasteride'],PROSCAR 5mg film-coated Tablets (finasteride),UROLOGICALS,G04CB01,COATED TABLET,Withdrawn
1250,FINASTERIDE 5 milligram(s),['finasteride'],Hyplafin 5mg Film-Coated Tablets,UROLOGICALS,G04CB01,FILM-COATED TABLET,Withdrawn
1251,FINASTERIDE 5 milligram(s),['finasteride'],Finasteride Teva Tablets 5mg,UROLOGICALS,G04CB01,FILM-COATED TABLET,Withdrawn
1252,FINASTERIDE 5 milligram(s),['finasteride'],Finasteride 5mg Film-Coated Tablets,UROLOGICALS,G04CB01,FILM-COATED TABLET,Withdrawn
1253,FINASTERIDE 5 milligram(s),['finasteride'],Finar,UROLOGICALS,G04CB01,FILM-COATED TABLET,Withdrawn
1254,FINASTERIDE 5 milligram(s),['finasteride'],Finasteride 5mg Film-coated Tablets,UROLOGICALS,G04CB01,FILM-COATED TABLET,Withdrawn
1255,FINASTERIDE 5 milligram(s),['finasteride'],Finasteride 5 mg film-coated tablets,UROLOGICALS,G04CB01,FILM-COATED TABLET,Withdrawn
1256,FINASTERIDE 5 milligram(s),['finasteride'],Finasteride 5mg Film-coated Tablets,UROLOGICALS,G04CB01,FILM-COATED TABLET,Authorised
1257,FINASTERIDE 5 milligram(s),['finasteride'],Finasteride Aurobindo 5 mg film-coated tablets,UROLOGICALS,G04CB01,FILM-COATED TABLET,Authorised
1258,FINASTERIDE 5 milligram(s),['finasteride'],Finasteride 5mg Film-Coated Tablet,UROLOGICALS,G04CB01,FILM-COATED TABLET,Authorised
1259,FINASTERIDE 5 milligram(s),['finasteride'],Finasteride 5mg Tablets,UROLOGICALS,G04CB01,TABLET,Authorised
1260,FINASTERIDE 5 milligram(s),['finasteride'],"Finasterida Arena 5 mg, Film-Coated Tablets",UROLOGICALS,G04CB01,FILM-COATED TABLET,Authorised
1261,FINASTERIDE 5 milligram(s),['finasteride'],Finasteride Aurobindo 5 mg film-coated tablets,UROLOGICALS,G04CB01,FILM-COATED TABLET,Authorised
1262,FINASTERIDE 5 milligram(s),['finasteride'],Finasteride Aurobindo 5mg film-coated tablets,UROLOGICALS,G04CB01,FILM-COATED TABLET,Authorised
1263,FINASTERIDE 5 milligram(s),['finasteride'],Finasteride Zentiva 5 mg film-coated tablets,UROLOGICALS,G04CB01,FILM-COATED TABLET,Authorised
1264,FINASTERIDE 5 milligram(s),['finasteride'],Finasteride Ascend 5 mg film-coated tablets,UROLOGICALS,G04CB01,FILM-COATED TABLET,Authorised
1265,OXYTOCIN 10 international unit(s)/millilitre,['oxytocin'],Syntocinon 10 IU/ml Concentrate for solution for infusion,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01BB02,CONCENTRATE FOR SOLUTION FOR INFUSION,Authorised
1266,OXYTOCIN 10 international unit(s),['oxytocin'],Oxytocin 10 IU/ml Concentrate for Solution for Infusion,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01BB02,CONCENTRATE FOR SOLUTION FOR INFUSION,Authorised
1267,OXYTOCIN 10 international unit(s)/millilitre,['oxytocin'],Oxytocin 10IU Solution for Injection,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01BB02,SOLUTION FOR INJECTION,Authorised
1268,OXYTOCIN 10 international unit(s),['oxytocin'],Oxytocin 10 IU/ml Solution for Injection,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01BB02,SOLUTION FOR INJECTION,Authorised
1269,OXYTOCIN 10 international unit(s),['oxytocin'],Oxytocin 10 IU/ml Solution for infusion,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01BB02,SOLUTION FOR INFUSION,Authorised
1270,DEXAMETHASONE 10 milligram(s)/5 millilitre,['dexamethasone'],Dexamethasone 10mg/5ml Oral Solution,CORTICOSTEROIDS FOR SYSTEMIC USE,H02AB02,ORAL SOLUTION,Withdrawn
1271,DEXAMETHASONE 2 milligram(s),['dexamethasone'],Dexamethasone 2mg Tablets,CORTICOSTEROIDS FOR SYSTEMIC USE,H02AB02,TABLET,Withdrawn
1272,DEXAMETHASONE 2 milligram(s),['dexamethasone'],Dexamethasone 2mg Tablets,CORTICOSTEROIDS FOR SYSTEMIC USE,H02AB02,TABLET,Withdrawn
1273,DEXAMETHASONE 3.3 milligram(s),['dexamethasone'],"DEXAMETHASONE PANPHARMA 3.3 mg/ml, solution for injection (1ml amp)",CORTICOSTEROIDS FOR SYSTEMIC USE,H02AB02,SOLUTION FOR INJECTION,Authorised
1274,DEXAMETHASONE 6.6 milligram(s),['dexamethasone'],"DEXAMETHASONE PANPHARMA 3.3 mg/ml, solution for injection (2ml amp)",CORTICOSTEROIDS FOR SYSTEMIC USE,H02AB02,SOLUTION FOR INJECTION,Authorised
1275,DEXAMETHASONE 2.0 milligram(s),['dexamethasone'],Dexamethasone Tablets BP 2.0mg,CORTICOSTEROIDS FOR SYSTEMIC USE,H02AB02,TABLET,Authorised
1276,DEXAMETHASONE 2 milligram(s),['dexamethasone'],Dexamemthasone 2mg Tablets,CORTICOSTEROIDS FOR SYSTEMIC USE,H02AB02,TABLET,Authorised
1277,DEXAMETHASONE 2 milligram(s),['dexamethasone'],Dexamethasone Thame 2mg/5ml Oral Solution,CORTICOSTEROIDS FOR SYSTEMIC USE,H02AB02,ORAL SOLUTION,Authorised
1278,DEXAMETHASONE 0.5 milligram(s),['dexamethasone'],Perazone 0.5 mg tablets,CORTICOSTEROIDS FOR SYSTEMIC USE,H02AB02,TABLET,Authorised
1279,DEXAMETHASONE 0.5 milligram(s),['dexamethasone'],Dexamed 0.5 mg tablets,CORTICOSTEROIDS FOR SYSTEMIC USE,H02AB02,TABLET,Authorised
1280,DEXAMETHASONE 0.5 milligram(s),['dexamethasone'],DECADRON 0.5 mg tablets,CORTICOSTEROIDS FOR SYSTEMIC USE,H02AB02,TABLET,Authorised
1281,LEVOTHYROXINE SODIUM 50 microgram(s),['levothyroxine sodium'],Eltroxin 50mcg Tablets,THYROID THERAPY,H03AA01,TABLET,Authorised
1282,LEVOTHYROXINE SODIUM 100 microgram(s),['levothyroxine sodium'],Eltroxin 100mcg Tablets,THYROID THERAPY,H03AA01,TABLET,Authorised
1283,LEVOTHYROXINE SODIUM 25 microgram(s)/5 millilitres,['levothyroxine sodium'],Levothyroxine Oral Solution 25mcg/5ml,THYROID THERAPY,H03AA01,ORAL SOLUTION,Withdrawn
1284,LEVOTHYROXINE SODIUM 50 microgram(s),['levothyroxine sodium'],Eltroxin 50 micrograms Tablets,THYROID THERAPY,H03AA01,TABLET,Withdrawn
1285,LEVOTHYROXINE SODIUM 25 microgram(s),['levothyroxine sodium'],Levothyroxine 25mcg Tablets,THYROID THERAPY,H03AA01,TABLET,Invalid
1286,LEVOTHYROXINE SODIUM 50 microgram(s),['levothyroxine sodium'],Levothyroxine 50 micrograms Tablets,THYROID THERAPY,H03AA01,TABLET,Invalid
1287,LEVOTHYROXINE SODIUM 50 microgram(s)/5 millilitres,['levothyroxine sodium'],Levothyroxine Oral Solution 50mcg/5ml,THYROID THERAPY,H03AA01,ORAL SOLUTION,Withdrawn
1288,LEVOTHYROXINE SODIUM 100 microgram(s)/5 millilitres,['levothyroxine sodium'],Levothyroxine Oral Solution 100mcg/5ml,THYROID THERAPY,H03AA01,ORAL SOLUTION,Withdrawn
1289,LEVOTHYROXINE SODIUM 100 microgram(s),['levothyroxine sodium'],L-Thyroxin 100 - 1A Pharma,THYROID THERAPY,H03AA01,TABLET,Withdrawn
1290,LEVOTHYROXINE SODIUM 50 microgram(s),['levothyroxine sodium'],L-Thyroxin 50 - 1A Pharma,THYROID THERAPY,H03AA01,TABLET,Withdrawn
1291,LEVOTHYROXINE SODIUM 25 microgram(s),['levothyroxine sodium'],L-Thyroxin 25 - 1A Pharma,THYROID THERAPY,H03AA01,TABLET,Withdrawn
1292,LEVOTHYROXINE SODIUM 100 microgram(s),['levothyroxine sodium'],Eltroxin 100 micrograms Tablets,THYROID THERAPY,H03AA01,TABLET,Withdrawn
1293,LEVOTHYROXINE SODIUM 25 microgram(s),['levothyroxine sodium'],Eltroxin 25 microgram Tablets.,THYROID THERAPY,H03AA01,TABLET,Authorised
1294,LEVOTHYROXINE SODIUM 25 microgram(s),['levothyroxine sodium'],Eltroxin / Levothyroxine Tablets 25mcg,THYROID THERAPY,H03AA01,TABLET,Withdrawn
1295,LEVOTHYROXINE SODIUM 25 microgram(s)/5 millilitres,['levothyroxine sodium'],Levothyroxine 25 micrograms/5ml Oral Solution,THYROID THERAPY,H03AA01,ORAL SOLUTION,Withdrawn
1296,LEVOTHYROXINE SODIUM 50 microgram(s)/5 millilitres,['levothyroxine sodium'],Levothyroxine 50 micrograms/5ml Oral Solution,THYROID THERAPY,H03AA01,ORAL SOLUTION,Withdrawn
1297,LEVOTHYROXINE SODIUM 100 microgram(s)/5 millilitres,['levothyroxine sodium'],Levothyroxine 100 micrograms/5ml Oral Solution,THYROID THERAPY,H03AA01,ORAL SOLUTION,Withdrawn
1298,LEVOTHYROXINE SODIUM 125 milligram(s)/5 millilitre,['levothyroxine sodium'],Levothyroxine 125 micrograms/5ml Oral Solution,THYROID THERAPY,H03AA01,ORAL SOLUTION,Withdrawn
1299,LEVOTHYROXINE SODIUM 25 microgram(s),['levothyroxine sodium'],Levothyroxine 25 microgram Tablets,THYROID THERAPY,H03AA01,TABLET,Withdrawn
1300,LEVOTHYROXINE SODIUM 50 microgram(s),['levothyroxine sodium'],Levothyroxine 50 microgram Tablets,THYROID THERAPY,H03AA01,TABLET,Withdrawn
1301,LEVOTHYROXINE SODIUM 100 microgram(s),['levothyroxine sodium'],Levothyroxine 100 microgram Tablets,THYROID THERAPY,H03AA01,TABLET,Withdrawn
1302,LEVOTHYROXINE SODIUM 25 microgram(s),['levothyroxine sodium'],Levothyroxine Tablets 25mcg,THYROID THERAPY,H03AA01,TABLET,Authorised
1303,LEVOTHYROXINE SODIUM 50 microgram(s),['levothyroxine sodium'],Levothyroxine Tablets 50mcg,THYROID THERAPY,H03AA01,TABLET,Authorised
1304,LEVOTHYROXINE SODIUM 75 microgram(s),['levothyroxine sodium'],Levothyroxine Tablets 75mcg,THYROID THERAPY,H03AA01,TABLET,Authorised
1305,LEVOTHYROXINE SODIUM 100 microgram(s),['levothyroxine sodium'],Levothyroxine Tablets 100mcg,THYROID THERAPY,H03AA01,TABLET,Authorised
1306,LEVOTHYROXINE SODIUM 25 microgram(s),['levothyroxine sodium'],Eltroxin 25mcg Tablets; Levothyroxine 25mcg Tablets,THYROID THERAPY,H03AA01,TABLET,Invalid
1307,LEVOTHYROXINE SODIUM 50 microgram(s),['levothyroxine sodium'],"EUTHYROX 50, tablets 50 microgram",THYROID THERAPY,H03AA01,TABLET,Authorised
1308,LEVOTHYROXINE SODIUM 100 microgram(s),['levothyroxine sodium'],"EUTHYROX 100, tablets 100 microgram",THYROID THERAPY,H03AA01,TABLET,Authorised
1309,LEVOTHYROXINE SODIUM 75 microgram(s),['levothyroxine sodium'],"Levothyroxine Sodium Teva 75 micrograms, tablets",THYROID THERAPY,H03AA01,TABLET,Authorised
1310,LEVOTHYROXINE SODIUM 25 microgram(s),['levothyroxine sodium'],"Levothyroxine sodium Teva 25 micrograms, tablets",THYROID THERAPY,H03AA01,TABLET,Authorised
1311,LEVOTHYROXINE SODIUM 50 microgram(s),['levothyroxine sodium'],"Levothyroxine sodium Teva 50 micrograms, tablets",THYROID THERAPY,H03AA01,TABLET,Authorised
1312,LEVOTHYROXINE SODIUM 75 microgram(s),['levothyroxine sodium'],"Levothyroxine sodium Teva 75 micrograms, tablets",THYROID THERAPY,H03AA01,TABLET,Authorised
1313,LEVOTHYROXINE SODIUM 100 microgram(s),['levothyroxine sodium'],"Levothyroxine sodium Teva 100 micrograms, tablets",THYROID THERAPY,H03AA01,TABLET,Authorised
1314,LEVOTHYROXINE SODIUM 25 microgram(s),['levothyroxine sodium'],"T4 25 mcg/tab, Tablets",THYROID THERAPY,H03AA01,TABLET,Authorised
1315,LEVOTHYROXINE SODIUM 50 microgram(s),['levothyroxine sodium'],"T4 50 mcg/tab, Tablets",THYROID THERAPY,H03AA01,TABLET,Authorised
1316,LEVOTHYROXINE SODIUM 100 microgram(s),['levothyroxine sodium'],"T4 100 mcg/tab, Tablets",THYROID THERAPY,H03AA01,TABLET,Authorised
1317,CARBIMAZOLE 5 milligram(s),['carbimazole'],Carbimazole 5 Tablets,THYROID THERAPY,H03BB01,FILM-COATED TABLET,Authorised
1318,CARBIMAZOLE 5 milligram(s),['carbimazole'],Carbimazole Macleods Tablets 5mg,THYROID THERAPY,H03BB01,TABLET,Withdrawn
1319,CARBIMAZOLE 10 milligram(s),['carbimazole'],Carbimazole Macleods Tablets 10mg,THYROID THERAPY,H03BB01,TABLET,Withdrawn
1320,CARBIMAZOLE 15 milligram(s),['carbimazole'],Carbimazole Macleods Tablets 15mg,THYROID THERAPY,H03BB01,TABLET,Withdrawn
1321,CARBIMAZOLE 20 milligram(s),['carbimazole'],Carbimazole Macleods Tablets 20mg,THYROID THERAPY,H03BB01,TABLET,Withdrawn
1322,CARBIMAZOLE 5 milligram(s),['carbimazole'],Carbimazole 5mg Tablets,THYROID THERAPY,H03BB01,TABLET,Authorised
1323,CARBIMAZOLE 5 milligram(s),['carbimazole'],Carbimazole 5mg Tablets,THYROID THERAPY,H03BB01,TABLET,Withdrawn
1324,CARBIMAZOLE 5 milligram(s),['carbimazole'],Carbimazole 5 mg Tablets,THYROID THERAPY,H03BB01,TABLET,Authorised
1325,CARBIMAZOLE 20 milligram(s),['carbimazole'],Carbimazole 20 mg Tablets,THYROID THERAPY,H03BB01,TABLET,Authorised
1326,CARBIMAZOLE 5 milligram(s),['carbimazole'],"Carbimazole Teva 5 mg, tablets.",THYROID THERAPY,H03BB01,TABLET,Authorised
1327,CALCITONIN 100 international unit(s),['calcitonin'],Calcitonin Solution for Inj/Inf 100IU/ml,CALCIUM HOMEOSTASIS,H05BA01,SOLUTION FOR INJECTION/INFUSION,Invalid
1328,CALCITONIN 100 international unit(s)/millilitre,['calcitonin'],Calcitonin 100IU/ml solution for injection and infusion,CALCIUM HOMEOSTASIS,H05BA01,SOLUTION FOR INJECTION/INFUSION,Authorised
1329,DOXYCYCLINE 100 milligram(s),['doxycycline'],Remycin Capsule 100mg,ANTIBACTERIALS FOR SYSTEMIC USE,J01AA02,CAPSULE,Authorised
1330,DOXYCYCLINE 100 milligram(s),['doxycycline'],Doxat 100mg Film-coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01AA02,FILM-COATED TABLET,Authorised
1331,DOXYCYCLINE 100 milligram(s),['doxycycline'],Retens Capsules,ANTIBACTERIALS FOR SYSTEMIC USE,J01AA02,HARD CAPSULE,Withdrawn
1332,DOXYCYCLINE 100 milligram(s),['doxycycline'],Medomycin 100mg hard gelatin capsules,ANTIBACTERIALS FOR SYSTEMIC USE,J01AA02,HARD CAPSULE,Authorised
1333,DOXYCYCLINE 100 milligram(s),['doxycycline'],Doxycycline Capsule 100mg,ANTIBACTERIALS FOR SYSTEMIC USE,J01AA02,CAPSULE,Authorised
1334,DOXYCYCLINE 100 milligram(s)/5 millilitre,['doxycycline'],"Doxycycline-ratiopharm SF, 100mg/5ml Injectable Solution",ANTIBACTERIALS FOR SYSTEMIC USE,J01AA02,SOLUTION FOR INJECTION,Authorised
1335,DOXYCYCLINE 100 milligram(s),['doxycycline'],"TOLEXINE 100 mg, microgranules in a tablet",ANTIBACTERIALS FOR SYSTEMIC USE,J01AA02,TABLET,Authorised
1336,AMOXICILLIN 500 milligram(s),['amoxicillin'],Moxilen 500mg Capsules,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,CAPSULE,Authorised
1337,AMOXICILLIN 250 milligram(s),['amoxicillin'],Moxilen 250mg Capsules,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,CAPSULE,Authorised
1338,AMOXICILLIN 500 milligram(s),['amoxicillin'],Moxilen 500 mg powder for solution for injection or infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,POWDER FOR SOLUTION FOR INJECTION/INFUSION,Authorised
1339,AMOXICILLIN 125 milligram(s)/5 millilitre,['amoxicillin'],Moxilen 125mg/5ml Dry Powder for Oral Solution,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,POWDER FOR ORAL SUSPENSION,Authorised
1340,AMOXICILLIN 1000 milligram(s),['amoxicillin'],Pamocil 1000mg Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,TABLET,Authorised
1341,AMOXICILLIN 500 milligram(s),['amoxicillin'],Amoxil 500mg Capsules Hard,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,HARD CAPSULE,Authorised
1342,AMOXICILLIN 250 milligram(s)/5 millilitre,['amoxicillin'],Amoxil 250mg/5ml Powder for Oral Suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,POWDER FOR ORAL SUSPENSION,Authorised
1343,AMOXICILLIN 500 milligram(s),['amoxicillin'],Amoxicillin Sodium 500mg Powder for Solution for Injection,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,POWDER FOR SOLUTION FOR INJECTION,Invalid
1344,AMOXICILLIN 250 milligram(s),['amoxicillin'],"Amoxicillin 250mg, Powder for solution for injection or infusion",ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Authorised
1345,AMOXICILLIN 500 milligram(s),['amoxicillin'],"Amoxicillin 500mg, powder for solution for injection or infusion",ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Authorised
1346,AMOXICILLIN 250 milligram(s),['amoxicillin'],Amoxicillin 250mg capsules,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,CAPSULE,Withdrawn
1347,AMOXICILLIN 500 milligram(s),['amoxicillin'],Amoxicillin 500mg capsules,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,CAPSULE,Withdrawn
1348,AMOXICILLIN 250 milligram(s),['amoxicillin'],Amoxicillin sodium Pdr for Soln for Injection 250mg,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,SOLUTION FOR INJECTION,Authorised
1349,AMOXICILLIN 250 milligram(s),['amoxicillin'],Amoxicillin 250mg Capsules,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,CAPSULE,Authorised
1350,AMOXICILLIN 500 milligram(s),['amoxicillin'],Amoxicillin Sodium 500mg Powder for solution for injection,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,POWDER FOR SOLUTION FOR INJECTION,Withdrawn
1351,AMOXICILLIN 250 milligram(s),['amoxicillin'],Amoxicillin 250mg Capsules,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,HARD CAPSULE,Authorised
1352,AMOXICILLIN 250 milligram(s),['amoxicillin'],Amoxicillin 250mg Capsules BP / Respillin 250mg Capsules,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,HARD CAPSULE,Authorised
1353,AMOXICILLIN 250 milligram(s),['amoxicillin'],Amoxicillin 250mg Capsules / Respillin 250mg Capsules,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,HARD CAPSULE,Authorised
1354,AMOXICILLIN 500 milligram(s),['amoxicillin'],Dilaclan 500 mg capsules,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,CAPSULE,Authorised
1355,AMOXICILLIN 125 milligram(s)/5 millilitre,['amoxicillin'],Amoxicillin Ardine 125mg/5ml powder for oral suspension EFG,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,POWDER FOR ORAL SUSPENSION,Authorised
1356,AMOXICILLIN 500 milligram(s)/5 millilitre,['amoxicillin'],"Amotaks, 500 mg/5 mL, granules for oral suspension",ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,GRANULES FOR ORAL SUSPENSION,Authorised
1357,AMOXICILLIN 250 milligram(s)/5 millilitre,['amoxicillin'],Amoxapen 250 mg/5 ml powder for oral suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,POWDER FOR ORAL SUSPENSION,Authorised
1358,AMOXICILLIN 500 milligram(s),['amoxicillin'],"Amoxil 500 mg capsules, hard",ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,HARD CAPSULE,Authorised
1359,AMOXICILLIN 250 milligram(s),['amoxicillin'],Amoxapen 250 mg film-coated tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,FILM-COATED TABLET,Authorised
1360,AMOXICILLIN 500 milligram(s),['amoxicillin'],Amoxicillin CF 500 mg powder for solution for injection or infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CA04,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Authorised
1361,AMOXICILLIN 25 milligram(s)/millilitre,['amoxicillin'],"Amoxicillin 250mg, powder for solution for injection of infusion",ANTIBACTERIALS FOR SYSTEMIC USE,J01CF05,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Withdrawn
1362,AMOXICILLIN 400 milligram(s)/5 millilitre | CLAVULANIC ACID 57 milligram(s)/5 millilitre,"['amoxicillin', 'clavulanic acid']",Noprilam DT 400,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Withdrawn
1363,AMOXICILLIN 250 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-Amoxiclav Tablets BP 250-125mg,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Withdrawn
1364,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 100 milligram(s),"['amoxicillin', 'clavulanic acid']",Augmentin Pdr for Soln Inj/Inf 500mg/100mg,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Withdrawn
1365,AMOXICILLIN 875 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Noprilam DT,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,TABLET,Withdrawn
1366,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Noprilam,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,TABLET,Withdrawn
1367,CLAVULANIC ACID 125 milligram(s) | AMOXICILLIN 250 milligram(s),"['clavulanic acid', 'amoxicillin']",Moxiclav 375mg film-coated tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1368,CLAVULANIC ACID 125 milligram(s) | AMOXICILLIN 500 milligram(s),"['clavulanic acid', 'amoxicillin']",Moxiclav 625mg film-coated tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1369,CLAVULANIC ACID 31.25 milligram(s)/5 millilitre | AMOXICILLIN 125 milligram(s)/5 millilitre,"['clavulanic acid', 'amoxicillin']",Moxiclav 156.25mg/5ml powder for oral suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1370,CLAVULANIC ACID 62.5 milligram(s)/5 millilitre | AMOXICILLIN 250 milligram(s)/5 millilitre,"['clavulanic acid', 'amoxicillin']",Moxiclav Forte 312.50mg/5ml powder for oral suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1371,CLAVULANIC ACID 125 milligram(s) | AMOXICILLIN 875 milligram(s),"['clavulanic acid', 'amoxicillin']",Moxiclav 1g film-coated tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1372,AMOXICILLIN 80 milligram(s)/millilitre | CLAVULANIC ACID 11.4 milligram(s)/millilitre,"['amoxicillin', 'clavulanic acid']",Augmentin DUO 400mg/57mg/5ml powder for oral suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1373,AMOXICILLIN 250 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Augmentin 250mg/125mg film-coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1374,AMOXICILLIN 875 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']","Augmentin Tablet, film coated 875mg/125mg",ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1375,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Augmentin 500mg/125mg Film-coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1376,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Fungentin,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Withdrawn
1377,AMOXICILLIN 250 milligram(s)/5 millilitre | CLAVULANIC ACID 62.5 milligram(s)/5 millilitre,"['amoxicillin', 'clavulanic acid']",Fungentin,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Withdrawn
1378,AMOXICILLIN 125 milligram(s)/5 millilitre | CLAVULANIC ACID 31.25 milligram(s)/5 millilitre,"['amoxicillin', 'clavulanic acid']",Fungentin,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Withdrawn
1379,AMOXICILLIN 1000 milligram(s) | CLAVULANIC ACID 200 milligram(s),"['amoxicillin', 'clavulanic acid']",Augmentin Pdr for Soln Inj/Inf 1000mg/200mg,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Withdrawn
